Favorites,Query,Tweet,Date,Author,URL,Retweets,Hashtags
0,Votes count,"RT @RedAlertInfo1: While #votes are being counted in #Arizona and #Nevada, everything has already been counted in #Russia.\n#USElections htt…",2020-12-06,'Eng MHD Aziz Alhaffar',https://twitter.com/twitter/statuses/[1335415557634580486],2,"[""[{'text': 'votes', 'indices': [25, 31]}, {'text': 'Arizona', 'indices': [53, 61]}, {'text': 'Nevada', 'indices': [66, 73]}, {'text': 'Russia', 'indices': [114, 121]}, {'text': 'USElections', 'indices': [123, 135]}]""]"
62,Votes count,"Count the votes or stop the count? Trump supporters have been trying to pressure election officials to stop counting ballots in states like Pennsylvania and Michigan, while making the opposite demands in Arizona. https://t.co/6jijrW3tG2",2020-11-05,'Guardian US',https://twitter.com/twitter/statuses/[1324420535166636032],30,['[]']
1319,Votes count,"Joe Biden says ""every vote must be counted"" as several battleground states continue counting ballots https://t.co/8WRuyt5iNC",2020-11-05,'CNN Politics',https://twitter.com/twitter/statuses/[1324354300282310656],97,['[]']
3,Votes count,Why is the Nevada vote count taking so long? https://t.co/qTBhQovUvt,2020-11-07,'Guardian US',https://twitter.com/twitter/statuses/[1324884544139497473],0,['[]']
309673,Votes count,Every single vote must be counted.,2020-11-05,'Kamala Harris',https://twitter.com/twitter/statuses/[1324365016607428608],21906,['[]']
0,Votes count,RT @JoeBiden: Count every vote.,2020-11-04,'Kamala Harris',https://twitter.com/twitter/statuses/[1324076787790422017],131898,['[]']
4,Votes count,What states have learned about counting votes in a pandemic https://t.co/jo6PyS8N6K,2020-10-28,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1321590388709335045],3,['[]']
0,Votes count,"""RT @Nate_Cohn: Biden appears to hold the edge in votes left to be counted. A look at whats left to count as of this morning.  https://t.co…""",2020-11-05,'The New York Times',https://twitter.com/twitter/statuses/[1324369862207148035],668,['[]']
0,Votes count,Hey #Georgia. Please register and #Vote. We are ALL counting on you. https://t.co/lkA09yKaxT,2020-12-06,'🆂ⓤ🆉ⓔ🅽 I make masks & I dissent. 🎨📷✏️💭🎈',https://twitter.com/twitter/statuses/[1335677097583333376],0,"[""[{'text': 'Georgia', 'indices': [4, 12]}, {'text': 'Vote', 'indices': [34, 39]}]""]"
1405,Votes count,"""The votes being counted in Pennsylvania do not include any mail ballots arriving after Nov. 3. Those are being kept segregated. This count is for votes in by Election Day,"" @NYTnickc reports. Follow our live coverage. https://t.co/WYVvELn2Mq",2020-11-06,'The New York Times',https://twitter.com/twitter/statuses/[1324718336962383874],207,['[]']
916798,Votes count,"Be patient, folks. Votes are being counted, and we feel good about where we are.",2020-11-05,'Joe Biden',https://twitter.com/twitter/statuses/[1324406121721786369],60074,['[]']
819,Votes count,"Trump supporters chant ""count the votes"" in Arizona https://t.co/6h0zfLmLqy",2020-11-05,'The Washington Post',https://twitter.com/twitter/statuses/[1324200095928246277],98,['[]']
951,Is Joe Biden the president,The votes that won Joe Biden the presidency https://t.co/2amOi2CPyq,2020-11-08,'The Washington Post',https://twitter.com/twitter/statuses/[1325443230377385984],134,['[]']
15,Is Joe Biden the president,How Joe Biden won the presidency – a visual guide https://t.co/zRdmZyGFUb,2020-11-07,'Guardian US',https://twitter.com/twitter/statuses/[1325131043431735296],5,['[]']
15,Is Joe Biden the president,"""Joe Bidens journey to the presidency – in pictures https://t.co/wP1RuzJbVd""",2020-11-07,'Guardian US',https://twitter.com/twitter/statuses/[1325118703248302083],3,['[]']
27,Is Joe Biden the president,"""Joe Bidens journey to the presidency – in pictures https://t.co/mLMAJ5yyqJ""",2020-11-07,'Guardian US',https://twitter.com/twitter/statuses/[1325114290630774788],8,['[]']
7,Is Joe Biden the president,"""Soul of the nation: how Joe Bidens faith will shape his presidency https://t.co/gGWRMIphYn""",2020-11-10,'Guardian US',https://twitter.com/twitter/statuses/[1326072757717708800],2,['[]']
50,Is Joe Biden the president,"""Heres where President Trump and Joe Biden are campaigning today https://t.co/xAIwX8YwGv""",2020-11-02,'CNN Politics',https://twitter.com/twitter/statuses/[1323274425471553536],11,['[]']
4462,Is Joe Biden the president,"Watch Kamala Harris\ call with Joe Biden: ""We did it, Joe"" https://t.co/rvn38UsweF https://t.co/851SH3tNxo",2020-11-07,'CNN Politics',https://twitter.com/twitter/statuses/[1325138255449378816],307,['[]']
5997,Is Joe Biden the president,Opinion: Joe Biden is already showing he is the right president for the moment https://t.co/Bu3sRz8qt1,2020-11-09,'The Washington Post',https://twitter.com/twitter/statuses/[1325592780559757313],438,['[]']
0,Is Joe Biden the president,"""RT @aawayne: Joe Biden has ended Donald Trumps presidency.\n\nhttps://t.co/l7Tx0RhxSv""",2020-11-07,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1325115197552533505],21,['[]']
54430,Is Joe Biden the president,Joe Biden has been elected the next president of the United States. https://t.co/d2QFujqbkF https://t.co/PksOKBF4mZ,2020-11-07,'The New York Times',https://twitter.com/twitter/statuses/[1325114595237916673],11468,['[]']
112,Is Joe Biden the president,A Joe Biden victory would likely mean a gridlock presidency https://t.co/B4ac725dHN,2020-11-05,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324318205003894784],30,['[]']
58,Is Joe Biden the president,Joe Biden stands on the brink of claiming the presidency from Donald Trump https://t.co/9Uea59eGZa,2020-11-05,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324284797355724801],15,['[]']
98,Is Joe Biden the president,"""The presidents fans were angry at the network for calling Arizona for Joe Biden. https://t.co/M3pC9cuvX5""",2020-11-05,'HuffPost Politics',https://twitter.com/twitter/statuses/[1324278616881041408],22,['[]']
14224,Is Joe Biden the president,"BREAKING: JOE BIDEN WINS\n\nJoe Biden will be the 46th president of the United States, CNN projects, after a victory in Pennsylvania puts the Scranton-born Democrat over 270 https://t.co/qLSDFouqPd #CNNElection https://t.co/M81zo9Kvl2",2020-11-07,'CNN Politics',https://twitter.com/twitter/statuses/[1325114035113701378],3673,"[""[{'text': 'CNNElection', 'indices': [196, 208]}]""]"
28306,Is Joe Biden the president,"BREAKING: JOE BIDEN WINS\n\nJoe Biden will be the 46th president of the United States, CNN projects, after a victory in Pennsylvania puts the Scranton-born Democrat over 270 https://t.co/3BuAr574GM #CNNElection https://t.co/ewnnJquLPC",2020-11-07,'CNN Politics',https://twitter.com/twitter/statuses/[1325112912554364929],9192,"[""[{'text': 'CNNElection', 'indices': [196, 208]}]""]"
12,Is Joe Biden the president,"What’s ahead under President Joe Biden, industry by industry https://t.co/HMnO4B9YVr",2020-11-07,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1325195849245208576],5,['[]']
3142,Is Joe Biden the president,"Joe Biden says President Trump\s refusal to concede the election that he lost is ""an embarrassment"" that ""will not help the President\s legacy"" https://t.co/uvu1WCAR79 https://t.co/nj4tl9vFlJ",2020-11-10,'CNN Politics',https://twitter.com/twitter/statuses/[1326276730668118020],352,['[]']
215,Is Joe Biden the president,"President Trump has yet to concede, or invite President-elect Joe Biden to the White House. https://t.co/FG4DvwCwgn",2020-11-11,'HuffPost Politics',https://twitter.com/twitter/statuses/[1326635227888971780],39,['[]']
447,Is Joe Biden the president,"The 43rd president called Joe Biden a ""good man"" and offered him ""prayers for his success."" https://t.co/pxpeej1LcH",2020-11-08,'HuffPost Politics',https://twitter.com/twitter/statuses/[1325585244435714049],63,['[]']
55,Is Joe Biden the president,Joe Biden wins US election after four tumultuous years of Trump presidency https://t.co/4q0sgDGTqu,2020-11-07,'Guardian US',https://twitter.com/twitter/statuses/[1325114346549239810],16,['[]']
1056,Pennsylvania votes,"People in Pennsylvania have always cared about Pennsylvania. Now, the rest of the country does too. \nhttps://t.co/sJReng5yGE",2020-11-06,'The New York Times',https://twitter.com/twitter/statuses/[1324818865105342469],69,['[]']
5128,Pennsylvania votes,Biden has taken the lead in both Georgia and Pennsylvania this morning as votes continue to be counted: https://t.co/RGmjCTnWKw\n\nResults are here as they come in:\nGeorgia: https://t.co/yZg2EpYJ5i\nPennsylvania: https://t.co/1QlxuuyGdm https://t.co/BfPsuaHBEh,2020-11-06,'The Washington Post',https://twitter.com/twitter/statuses/[1324715462832345089],904,['[]']
30,Pennsylvania votes,Biden expands lead in Pennsylvania https://t.co/VjaXDnaKNd,2020-11-07,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324923981237981184],2,['[]']
204757,Pennsylvania votes,"""Lets win this thing, Pennsylvania! https://t.co/jmCXbuL5V3""",2020-11-03,'Joe Biden',https://twitter.com/twitter/statuses/[1323747783732535300],15800,['[]']
501,Pennsylvania votes,Democrats grow more anxious about Pennsylvania https://t.co/xJQK99bvFR,2020-11-01,'The Washington Post',https://twitter.com/twitter/statuses/[1322950540469391365],70,['[]']
1136,Pennsylvania votes,Democrats grow more anxious about Pennsylvania https://t.co/K0XCevRmmB,2020-11-01,'The Washington Post',https://twitter.com/twitter/statuses/[1322732739049775104],141,['[]']
224,Pennsylvania votes,More than 2.4 million mail-in votes have been cast in Pennsylvania https://t.co/fr85En5j7m https://t.co/Eh9XiEnsFs,2020-11-02,'CNN Politics',https://twitter.com/twitter/statuses/[1323323258016571393],37,['[]']
1,Pennsylvania votes,‘I’m not voting for personality’: why this Pennsylvania county is the one to watch https://t.co/mkUaBqoY3q,2020-10-31,'Guardian US',https://twitter.com/twitter/statuses/[1322492371414777856],3,['[]']
0,Pennsylvania votes,A federal appeals court rejected an attempt by US President @realDonaldTrump’s campaign to block President-elect @JoeBiden from being declared the winner of Pennsylvania. #ElectionProtest #USElectionResults #Pennsylvania\nhttps://t.co/JbFF9Yrhbc,2020-11-28,'TheFinancialDistrict',https://twitter.com/twitter/statuses/[1332655547229810688],0,"[""[{'text': 'ElectionProtest', 'indices': [171, 187]}, {'text': 'USElectionResults', 'indices': [188, 206]}, {'text': 'Pennsylvania', 'indices': [207, 220]}]""]"
926,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live election results here.\nhttps://t.co/KCq9wjAdM2",2020-11-07,'The New York Times',https://twitter.com/twitter/statuses/[1325045405860638720],93,['[]']
566,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live election results here: \nhttps://t.co/Eaf7QILdXW",2020-11-07,'The New York Times',https://twitter.com/twitter/statuses/[1324874230987689986],63,['[]']
17,Pennsylvania votes,Biden narrows Pennsylvania gap as vote count grinds on - live blog: https://t.co/7FdFPxIcGF,2020-11-06,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324616524360011778],8,['[]']
621,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live #Election2020 results here: \nhttps://t.co/t65yD8mn2W",2020-11-06,'The New York Times',https://twitter.com/twitter/statuses/[1324587336378781696],91,"[""[{'text': 'Election2020', 'indices': [69, 82]}]""]"
481,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live #Election2020 results here: \nhttps://t.co/Eh2ptdb91v",2020-11-06,'The New York Times',https://twitter.com/twitter/statuses/[1324529458729095168],52,"[""[{'text': 'Election2020', 'indices': [69, 82]}]""]"
480,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live #Election2020 results here.\nhttps://t.co/vqIiapQLoj",2020-11-05,'The New York Times',https://twitter.com/twitter/statuses/[1324423774352121856],63,"[""[{'text': 'Election2020', 'indices': [69, 82]}]""]"
631,Pennsylvania votes,"See where the vote count in Pennsylvania stands now, and follow live #Election2020 results here.\nhttps://t.co/Q7DI0GZaxp",2020-11-05,'The New York Times',https://twitter.com/twitter/statuses/[1324353298854535168],59,"[""[{'text': 'Election2020', 'indices': [69, 82]}]""]"
31,Pennsylvania votes,Biden now has a bigger lead in Pennsylvania than Trump did in 2016 https://t.co/WiocAGxUtA,2020-11-09,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1325872046610460674],10,['[]']
3,Pennsylvania votes,Pennsylvania court orders segregation of provisional ballots https://t.co/nIBkfNJhet,2020-11-06,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324804003746766848],8,['[]']
75,Pennsylvania votes,The Trump campaign has now filed lawsuits in both Pennsylvania and Michigan https://t.co/cJU22p4Qh2,2020-11-04,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324085543240667136],51,['[]']
532,Pennsylvania votes,Biden turns to Pennsylvania as he hammers Trump’s presidency https://t.co/vsy6f5Kyop,2020-11-02,'The Washington Post',https://twitter.com/twitter/statuses/[1323265612416733184],64,['[]']
0,Georgia voter,"RT @HolTal: If you were a Georgia voter, what would get your attention in a postcard. I’m sending 100 out to fellow GA voters and need insp…",2020-12-06,"""The People's Cabinet""",https://twitter.com/twitter/statuses/[1335671869714931714],2,['[]']
0,Georgia voter,"RT @HolTal: If you were a Georgia voter, what would get your attention in a postcard. I’m sending 100 out to fellow GA voters and need insp…",2020-12-06,'🌈ЯΞÐPłŁŁÐΞtФЖ🌊',https://twitter.com/twitter/statuses/[1335662658020839425],2,['[]']
4,Georgia voter,"If you were a Georgia voter, what would get your attention in a postcard. I’m sending 100 out to fellow GA voters and need inspiration. #voteblue #flipthesenate #firemcconnell  #MAGAIsCancelled",2020-12-06,'Hollie',https://twitter.com/twitter/statuses/[1335660736140480515],2,"[""[{'text': 'voteblue', 'indices': [136, 145]}, {'text': 'flipthesenate', 'indices': [146, 160]}, {'text': 'firemcconnell', 'indices': [161, 175]}, {'text': 'MAGAIsCancelled', 'indices': [177, 193]}]""]"
130,Georgia voter,"""Almost half of the countrys early voters were in battleground states. Heres what we know about these voters https://t.co/tX6GqsZJ0b https://t.co/oudeFK8Mzs""",2020-11-03,'CNN Politics',https://twitter.com/twitter/statuses/[1323665269722677248],15,['[]']
0,Georgia voter,"""To the #voters of #DonaldTrump!\nChoose correctly now 2 Georgias Democrats for the Senate! https://t.co/KcAmM1Rv5b""",2020-12-06,'Natalka Suber',https://twitter.com/twitter/statuses/[1335609562087428100],0,"[""[{'text': 'voters', 'indices': [7, 14]}, {'text': 'DonaldTrump', 'indices': [18, 30]}]""]"
717,Georgia voter,"In Florida, voters of color and young voters have ballots flagged for possible rejection at higher rates than others https://t.co/Xf5NaD0lrw",2020-10-30,'The Washington Post',https://twitter.com/twitter/statuses/[1322311006949953538],486,['[]']
16914,Georgia voter,"Celebrities, activists and voters across Georgia credited Stacey Abrams with building a well-funded network of organizations that highlighted voter suppression in the state and inspired an estimated 800,000 residents to register to vote.\nhttps://t.co/EA7PNUGall",2020-11-07,'The New York Times',https://twitter.com/twitter/statuses/[1324887053998436355],1393,['[]']
64,Georgia voter,The record-breaking early voter total is currently about 65 percent of the overall voter turnout for the 2016 presidential race. https://t.co/Ivys5DVKmm,2020-11-01,'HuffPost Politics',https://twitter.com/twitter/statuses/[1322695185357299713],12,['[]']
41,Georgia voter,"""CNNs Voter Guide connects you to important election deadlines and local voter resources.\n\nChoose your state to begin https://t.co/O16QGud0FQ""",2020-10-29,'CNN Politics',https://twitter.com/twitter/statuses/[1321670859027812352],12,['[]']
42,Georgia voter,"""CNNs Voter Guide connects you to important election deadlines and local voter resources.\n\nChoose your state to begin https://t.co/tu4bxIFnkO""",2020-10-28,'CNN Politics',https://twitter.com/twitter/statuses/[1321460488379748352],13,['[]']
0,Georgia voter,"#VOTE\n""Georgia: Voter registration deadline for the Senate runoffs is December 7""  https://t.co/oZB2lBqDbO",2020-12-06,'Tonya Harris',https://twitter.com/twitter/statuses/[1335682321664503808],0,"[""[{'text': 'VOTE', 'indices': [0, 5]}]""]"
0,Georgia voter,#USAElections2020 The Georgia hearing ... With the bombshell Video evidence of voter fraude. 3:49:48 https://t.co/fS35pR6Nyl,2020-12-04,'Bert Kroek',https://twitter.com/twitter/statuses/[1334662691106025476],0,"[""[{'text': 'USAElections2020', 'indices': [0, 17]}]""]"
3056,Georgia voter,Georgia DA criticized for handling of Ahmaud Arbery investigation ousted by voters https://t.co/w6YHCPmYYs,2020-11-05,'The Washington Post',https://twitter.com/twitter/statuses/[1324339450512609281],414,['[]']
13084,Georgia voter,Georgia is a battleground state. Thrilled to be back in Atlanta to speak directly to Georgia voters and make the case for our campaign. Watch live: https://t.co/ubcM0Oh6Zh,2020-11-01,'Kamala Harris',https://twitter.com/twitter/statuses/[1322962521527967744],1948,['[]']
0,Georgia voter,But here in the UK. We only heard about how both parties were targeting both Latino and Black voters during the US election. No mention of Asian voters. #AsianVoters #USElections https://t.co/PJOI0NF1IV,2020-12-06,'AbandonMe',https://twitter.com/twitter/statuses/[1335657431456755714],0,"[""[{'text': 'AsianVoters', 'indices': [153, 165]}, {'text': 'USElections', 'indices': [166, 178]}]""]"
0,Georgia voter,@realDonaldTrump Hundreds of thousands of Democratic voters in Georgia have already followed your advice!  #voteblue,2020-12-06,'Cydni',https://twitter.com/twitter/statuses/[1335415491096145920],0,"[""[{'text': 'voteblue', 'indices': [107, 116]}]""]"
11003,Georgia voter,"Since losing a tight race for Georgia governor in 2018, Stacey Abrams has helped register more nonwhite voters and fought voter suppression. Democrats say her efforts have made the state more competitive, and Joe Biden now leads President Trump there. https://t.co/WLEDJYe3dE",2020-11-06,'The New York Times',https://twitter.com/twitter/statuses/[1324701855574876161],1093,['[]']
95,Georgia voter,"""Republicans arent saying much about Donald Trumps unfounded mass voter fraud claims — probably because a lot of their voters believe Trump. https://t.co/dm9OKSVGkM""",2020-11-05,'HuffPost Politics',https://twitter.com/twitter/statuses/[1324232899017793537],18,['[]']
0,Georgia voter,"Trump supporter and ""My Pillow"" CEO, Mike Lindell claimed that Biden voters in Georgia will go to prison. Lindell says a worse fate awaits Biden voters in PA, who will be forced to go to Florida. \n\n#MyPillowGuy #BidenHarris #DonaldTrump",2020-12-06,'Patric Ciervo',https://twitter.com/twitter/statuses/[1335661805239197696],0,"[""[{'text': 'MyPillowGuy', 'indices': [198, 210]}, {'text': 'BidenHarris', 'indices': [211, 223]}, {'text': 'DonaldTrump', 'indices': [224, 236]}]""]"
0,Georgia voter,"RT @StevenTDennis: Georgia, Georgia, Georgia\n\nBy @HouseInSession, who you should totally follow right now.\n\nhttps://t.co/ahhOx3kC0I",2020-11-05,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1324464265965805569],28,['[]']
360,Texas votes,"Trump projected to win Texas, crushing ""Blue Texas"" dreams once again https://t.co/rDd1IMC7dC",2020-11-04,'The Washington Post',https://twitter.com/twitter/statuses/[1323886812520189952],40,['[]']
119,Texas votes,"The FBI is investigating an incident of alleged harassment by Trump supporters of a Biden campaign bus in Texas, the Texas Tribune reports https://t.co/CcQfOTZu2Z",2020-11-02,'Bloomberg Politics',https://twitter.com/twitter/statuses/[1323065389446823942],32,['[]']
56,Texas votes,"""I regret livin\ in Texas"" is the punchline. https://t.co/TsO0dKV6GJ",2020-11-01,'HuffPost Politics',https://twitter.com/twitter/statuses/[1322844270324256768],22,['[]']
71455,Texas votes,Something big is happening in Texas. https://t.co/fNXqlVthok,2020-11-01,'Kamala Harris',https://twitter.com/twitter/statuses/[1322735427594395648],9793,['[]']
80649,Texas votes,There is no time to let up. Let’s do this Texas! https://t.co/1udfMYvkjZ,2020-10-30,'Kamala Harris',https://twitter.com/twitter/statuses/[1322268477181382657],9004,['[]']
0,Texas votes,RT @JCisnerosTX: The key to flipping Texas is by running up the numbers in South Texas. 🤠\n\nJoin me and Sen. @BernieSanders as we mobilize v…,2020-10-27,'Bernie Sanders',https://twitter.com/twitter/statuses/[1321177785319251971],498,['[]']
234,Texas votes,"More than 7.8 million people have cast their vote in Texas, including the first 14 days of early voting, according to data posted on the Texas Secretary of State website https://t.co/zTEQEMvS1X https://t.co/6EzL4mS0ss",2020-10-27,'CNN Politics',https://twitter.com/twitter/statuses/[1321166790161039360],37,['[]']
95993,Texas votes,"""Lets turn Texas blue.\n\nhttps://t.co/COWdd5hED8 https://t.co/TPNH6BKXGd""",2020-11-01,'Joe Biden',https://twitter.com/twitter/statuses/[1323023259512659968],13947,['[]']
197,Texas votes,"Here is a look at Texas, where an estimated 44 percent of votes have been counted https://t.co/qBB8WMytII",2020-11-04,'The Washington Post',https://twitter.com/twitter/statuses/[1323800721481977857],43,['[]']
127,Texas votes,Why the GOP hold on Texas is loosening | Analysis https://t.co/delcVeYEFF https://t.co/sNRugWTNf0,2020-10-27,'CNN Politics',https://twitter.com/twitter/statuses/[1321049028155576322],18,['[]']
524,Texas votes,"""Heres the breakdown in Texas, where an estimated 76 percent of votes have been counted. https://t.co/pRIKdIc8TZ https://t.co/9NM2uiJ3PD""",2020-11-04,'The Washington Post',https://twitter.com/twitter/statuses/[1323823834844303363],128,['[]']
659,Texas votes,Early voting continues to soar as Texas passes total turnout from 2016 https://t.co/Mzn9oLhtTj,2020-10-30,'The Washington Post',https://twitter.com/twitter/statuses/[1322284407768625153],112,['[]']
162,Texas votes,CNN reporters took the Texas Republican to task over his tweet. https://t.co/P1DUcNfQN2,2020-11-11,'HuffPost Politics',https://twitter.com/twitter/statuses/[1326490718609813504],45,['[]']
760,Texas votes,"Democrats who had spent months focusing on how Joe Biden could flip Texas weren’t prepared for President Trump to flip Zapata County, the reliably Democratic and majority-Hispanic stronghold of South Texas. https://t.co/sAdO8sL4Gr",2020-11-08,'The New York Times',https://twitter.com/twitter/statuses/[1325289447966052353],103,['[]']
5303,Texas votes,It could well be that Texas is going to transform politics in America. https://t.co/sMszaFGTfm,2020-10-28,'Bernie Sanders',https://twitter.com/twitter/statuses/[1321595031644491776],573,['[]']
31,Texas votes,"Texas supreme court rejects Republican effort to toss 127,000 drive-thru votes https://t.co/TzJcvTm00H",2020-11-01,'Guardian US',https://twitter.com/twitter/statuses/[1322992632004595714],13,['[]']
608,Texas votes,Texas casts more than 8.4 million votes — 94% of total 2016 vote https://t.co/1GxJtdFY8g https://t.co/1zJP2NQbU0,2020-10-29,'CNN Politics',https://twitter.com/twitter/statuses/[1321828901061087232],92,['[]']
4511,Texas votes,"Together, we can turn Texas blue and soundly defeat Trump. \n\nJoin us tomorrow for our virtual town hall, Fighting for Justice in South Texas, featuring @JCisnerosTX. \n\nWatch at 6 pm CT / 7 pm ET at https://t.co/vreIiWfeoS. https://t.co/SyfImsziCl",2020-10-31,'Bernie Sanders',https://twitter.com/twitter/statuses/[1322674513021149189],584,['[]']
0,Texas votes,@realDonaldTrump @BreitbartNews #DonaldTrump #DiaperDon recounts #Florida &amp; #Texas,2020-12-06,'Angeluis Larp',https://twitter.com/twitter/statuses/[1335605488671604737],0,"[""[{'text': 'DonaldTrump', 'indices': [32, 44]}, {'text': 'DiaperDon', 'indices': [45, 55]}, {'text': 'Florida', 'indices': [65, 73]}, {'text': 'Texas', 'indices': [80, 86]}]""]"
212,Texas votes,CNN PROJECTION: Donald Trump wins Texas https://t.co/8n221PBMEO #CNNElection https://t.co/v1OkjT9sGO,2020-11-04,'CNN Politics',https://twitter.com/twitter/statuses/[1323874579543171072],39,"[""[{'text': 'CNNElection', 'indices': [64, 76]}]""]"
254403,Kamala Harris,Kamala Harris has made history. https://t.co/oaiZpnB1sB https://t.co/lKGNBRFAfA,2020-11-07,'The New York Times',https://twitter.com/twitter/statuses/[1325115145698340864],62268,['[]']
5245,Kamala Harris,"As Kamala D. Harris breaks barriers, India celebrates https://t.co/0o0CQ7ZsJl",2020-11-08,'The Washington Post',https://twitter.com/twitter/statuses/[1325347001391869953],333,['[]']
1850,Kamala Harris,Kamala Harris could be quietly on the brink of a historic leap https://t.co/DB6PZnN8og,2020-11-02,'The Washington Post',https://twitter.com/twitter/statuses/[1323279716825157632],149,['[]']
13,Kamala Harris,The meaning of Kamala Harris: the woman who will break new ground as vice-president https://t.co/vDW7oJFYdF,2020-11-08,'Guardian US',https://twitter.com/twitter/statuses/[1325438832376942592],3,['[]']
42,Kamala Harris,"""Kamala Harris: joy in south India at victory for daughter of our village https://t.co/sHTndDuYla""",2020-11-08,'Guardian US',https://twitter.com/twitter/statuses/[1325438828832841728],8,['[]']
606,Kamala Harris,"""Read Vice President-elect Kamala Harris remarks as prepared for delivery https://t.co/23AaauaZRJ""",2020-11-08,'CNN Politics',https://twitter.com/twitter/statuses/[1325385600460083201],49,['[]']
4512,Kamala Harris,"Perspective: Kamala Harris made history with quiet, exquisite power https://t.co/bQFHnz2tcz",2020-11-08,'The Washington Post',https://twitter.com/twitter/statuses/[1325290471682273282],325,['[]']
833,Kamala Harris,"""Read Vice President-elect Kamala Harris remarks as prepared for delivery https://t.co/qHcru1wmuT""",2020-11-08,'CNN Politics',https://twitter.com/twitter/statuses/[1325263798794641409],109,['[]']
771,Kamala Harris,"Live now: Joe Biden, Kamala Harris to deliver victory speeches https://t.co/Kcmdtvl3AZ",2020-11-08,'The Washington Post',https://twitter.com/twitter/statuses/[1325243656660537344],114,['[]']
